N,M,LOWER_BOUND,LOWER_BOUND_SECONDS_TAKEN,LOWER_BOUND_REQUIRED_ITERATIONS,UPPER_BOUND,UPPER_BOUND_SECONDS_TAKEN,UPPER_BOUND_REQUIRED_ITERATIONS,BOUNDS_SIZE
5,1,0.0978618223182011,445.8990261554718,393,0.1197645273392433,601.5460186004639,227.0,0.0219027050210422
3,2,0.0956569519218699,46.322264194488525,198,0.1174558366096758,48.16958832740784,165.0,0.0217988846878059
4,2,0.5466229765799904,2165.706630706787,834,0.6219607069304802,2194.220556974411,599.0,0.0753377303504898
1,3,0.1070292491510871,0.1181399822235107,86,0.1268536758574683,0.0884623527526855,55.0,0.0198244267063812
2,3,0.546848429700399,5.117558240890503,142,0.6151657515364246,1.525047779083252,119.0,0.0683173218360255
3,3,0.1033319849907599,1510.0031805038452,1651,0.1233096798134711,1628.1392033100128,1591.0,0.0199776948227112
