N,M,GC_LOWER_BOUND,GC_UPPER_BOUND,GC_LOWER_BOUND_REQUIRED_ITERATIONS,GC_UPPER_BOUND_REQUIRED_ITERATIONS,GC_SECONDS_TAKEN,LP_LOWER_BOUND,LP_UPPER_BOUND,LP_SECONDS_TAKEN,TRUE_VALUE
1,1,0.1063927548795956,0.1293864238564089,7,6,0.113551378250122,0.1063927548795956,0.1293864238564089,0.113551378250122,0.1213137605846889
