N,M,LOWER_BOUND,LOWER_BOUND_REQUIRED_ITERATIONS,UPPER_BOUND,TOTAL_SECONDS_TAKEN,UPPER_BOUND_REQUIRED_ITERATIONS,BOUNDS_SIZE
3,2,0.0956569519218699,198,0.11745583660967589,79.63069367408752,165,0.021798884687805983
