N,M,LOWER_BOUND,LOWER_BOUND_REQUIRED_ITERATIONS,UPPER_BOUND,UPPER_BOUND_REQUIRED_ITERATIONS,TOTAL_SECONDS_TAKEN
1,4,145006.99999999997,5,,,0.28281641006469727
