N,M,LOWER_BOUND,LOWER_BOUND_SECONDS_TAKEN,UPPER_BOUND,UPPER_BOUND_SECONDS_TAKEN,BOUNDS_SIZE
1,1,0.10866058042750362,0.0008907318115234375,0.12658908710263211,0.0003669261932373047,0.01792850667512849
