N,M,LOWER_BOUND,LOWER_BOUND_SECONDS_TAKEN,UPPER_BOUND,UPPER_BOUND_SECONDS_TAKEN,BOUNDS_SIZE
1,1,0.1086605804275036,0.0001845359802246,0.1265890871026321,6.842613220214844e-05,0.0179285066751284
2,1,0.5392634111615855,0.0002627372741699219,0.7419654701502313,0.0002009868621826172,0.2027020589886458
