N,M,GC_LOWER_BOUND,GC_UPPER_BOUND,GC_LOWER_BOUND_REQUIRED_ITERATIONS,GC_UPPER_BOUND_REQUIRED_ITERATIONS,GC_SECONDS_TAKEN,LP_LOWER_BOUND,LP_UPPER_BOUND,LP_SECONDS_TAKEN,TRUE_VALUE
2,1,0.5455506375976963,0.7488048718544883,12.0,16.0,0.2834069728851318,0.5455506375976965,0.7488048718544884,0.2834069728851318,0.5548059307105397
2,1,0.5428608946015423,0.7311627557840616,13.0,14.0,0.2881321907043457,0.5428608946015425,0.7311627557840616,0.2881321907043457,0.553546803921613
2,1,0.5427342806491371,0.7631995363855388,13.0,14.0,0.2791750431060791,0.5427342806491372,0.7631995363855387,0.2791750431060791,0.545076857942085
1,2,0.1015471209613584,0.1271869186199666,17.0,12.0,0.2202544212341308,0.1015471209613583,0.1271869186199666,0.2202544212341308,0.117318857740676
1,2,0.1039181771746633,0.1245867027727546,18.0,11.0,0.2186877727508545,0.1039181771746633,0.1245867027727546,0.2186877727508545,0.1143646083118663
1,2,0.1004786705431478,0.1197094824417026,16.0,11.0,0.2147650718688964,0.1004786705431478,0.1197094824417026,0.2147650718688964,0.1105191124377407
1,2,0.1030645684936203,0.1283093378495356,16.0,11.0,0.2106819152832031,0.1030645684936202,0.1283093378495356,0.2106819152832031,0.1182656353113265
1,2,0.0983158595940338,0.1207235449142088,16.0,11.0,0.2137391567230224,0.0983158595940339,0.1207235449142088,0.2137391567230224,0.1111204347941576
1,2,0.1051043466556904,0.1237105921239678,15.0,11.0,0.206606388092041,0.1051043466556904,0.1237105921239678,0.206606388092041,0.1165222830567484
1,2,0.0978687885188632,0.1238986769761287,16.0,11.0,0.2111520767211914,0.0978687885188632,0.1238986769761287,0.2111520767211914,0.1114031505452618
1,2,0.1040481212982705,0.1212573481261971,16.0,11.0,0.214975357055664,0.1040481212982705,0.1212573481261971,0.214975357055664,0.1132740776848406
1,2,0.1013777214073833,0.1242718240635719,16.0,11.0,0.2137506008148193,0.1013777214073833,0.1242718240635719,0.2137506008148193,0.1146609863945882
1,2,0.1039762834144901,0.1265659616132533,16.0,11.0,0.211087942123413,0.1039762834144901,0.1265659616132532,0.211087942123413,0.1160140004978956
1,2,0.1095786242957843,0.1269110102586035,16.0,11.0,0.2111649513244629,0.1095786242957844,0.1269110102586035,0.2111649513244629,0.1182437917624905
1,2,0.1040815664401303,0.1225603395337503,15.0,11.0,0.2081570625305175,0.1040815664401303,0.1225603395337503,0.2081570625305175,0.1147976525238157
1,2,0.1015361225332031,0.1219617349501056,16.0,11.0,0.2105815410614013,0.1015361225332031,0.1219617349501056,0.2105815410614013,0.1125365516452275
1,2,0.1020172362016324,0.1237382234569677,16.0,11.0,0.2106897830963134,0.1020172362016324,0.1237382234569677,0.2106897830963134,0.1155463475140119
1,2,0.0980904561403508,0.1188253192982455,21.0,17.0,0.2561194896697998,0.0980904561403508,0.1188253192982456,0.2561194896697998,0.1095100484334535
3,1,0.1041781120332491,0.1238809197735928,48.0,40.0,2.0858349800109863,0.1041781120332491,0.1238809197735927,2.0858349800109863,0.1138383061792037
3,1,0.1050919651558714,0.1256753095430609,50.0,44.0,2.030812263488769,0.1050919651558714,0.1256753095430608,2.030812263488769,0.1166677519125164
3,1,0.1042837689324295,0.1280441678117674,48.0,35.0,1.9921979904174805,0.1042837689324295,0.1280441678117674,1.9921979904174805,0.118588324349994
3,1,0.1108490424757586,0.129909249583776,45.0,41.0,2.02581000328064,0.1108490424757586,0.129909249583776,2.02581000328064,0.1215488317103528
3,1,0.1049209886826461,0.1291786421515844,47.0,44.0,2.165304183959961,0.1049209886826461,0.1291786421515844,2.165304183959961,0.1163085892045231
3,1,0.1067924349035606,0.1282830338477096,54.0,32.0,1.9558007717132568,0.1067924349035606,0.1282830338477096,1.9558007717132568,0.1167742359043814
3,1,,,,,,0.1015841995611884,0.1241059896115618,1.9558007717132568,0.1144850512527513
3,1,,,,,,0.1010973302428194,0.1215483055699065,1.9558007717132568,0.1128739666017532
3,1,0.1051723280417519,0.1283732070864109,44.0,44.0,2.126176595687866,0.1051723280417519,0.1283732070864109,2.126176595687866,0.1195286172934557
3,1,,,,,,0.1005523646553349,0.1225073057435481,2.126176595687866,0.113439496918309
3,1,,,,,,0.1051696182505572,0.1187541018741023,2.126176595687866,0.1120849505880362
3,1,,,,,,0.0979794059780047,0.1213583559354245,2.126176595687866,0.1128216806382775
3,1,0.1038332335822756,0.1265564277797566,45.0,39.0,1.951130628585816,0.1038332335822755,0.1265564277797567,1.951130628585816,0.1164644647943772
3,1,0.1012958086037939,0.1200580594425777,50.0,37.0,2.026479482650757,0.101295808603794,0.1200580594425777,2.026479482650757,0.1108876561904046
3,1,,,,,,0.1027346165413533,0.1176516090225563,2.026479482650757,0.1097225349406797
4,1,0.5455633536549623,0.7407384241618956,77.0,130.0,18.127018690109253,0.5455633536549623,0.7407384241618957,18.127018690109253,0.5508366812102158
4,1,,,,,,0.5334600845362012,0.7492080361291528,18.127018690109253,0.5408578149071465
4,1,0.5383188305485679,0.7562923878633905,80.0,96.0,16.489367246627808,0.5383188305485679,0.7562923878633907,16.489367246627808,0.5403578021312947
4,1,0.5415332364073592,0.7507252639392434,85.0,131.0,18.662225484848022,0.541533236407359,0.7507252639392433,18.662225484848022,0.5473868662835624
4,1,,,,,,0.5495219883209045,0.7717060810350134,18.662225484848022,0.554026480291361
4,1,0.5482542376671985,0.7655060188722487,92.0,128.0,18.17708778381348,0.5482542376671984,0.7655060188722487,18.17708778381348,0.5521238448357565
4,1,,,,,,0.5399645910766617,0.7514240344193029,18.17708778381348,0.5400784643992471
4,1,,,,,,0.5478734909707673,0.7467222385005714,18.17708778381348,0.5555345836258041
4,1,,,,,,0.5396413624552564,0.7520908049797385,18.17708778381348,0.5481587982845924
4,1,,,,,,0.5373530283000834,0.746509243553758,18.17708778381348,0.5419930492878079
4,1,,,,,,0.5476626769230769,0.7510804307692308,18.17708778381348,0.5499240730942853
4,1,0.5493873967313219,0.7622756061422412,71.0,109.0,14.69585418701172,0.5493873967313219,0.7622756061422413,14.69585418701172,0.5557628652823015
4,1,0.5511065595503959,0.7471309941968057,78.0,116.0,17.4409396648407,0.5511065595503959,0.7471309941968056,17.4409396648407,0.5561427359369523
4,1,0.5422058455868554,0.75350552078048,74.0,140.0,17.482861518859863,0.542205845586855,0.7535055207804802,17.482861518859863,0.5466763642894784
4,1,0.5362115678280364,0.7485640933627059,80.0,131.0,17.7002010345459,0.5362115678280364,0.748564093362706,17.7002010345459,0.5422116540086196
2,2,0.5364367258683761,0.5999647351024535,31.0,39.0,0.8016989231109619,0.5364367258683761,0.5999647351024536,0.8016989231109619,0.5416260704522139
2,2,0.543171684944227,0.6003263970285739,35.0,47.0,0.9596672058105468,0.5431716849442271,0.6003263970285739,0.9596672058105468,0.5469080215161354
2,2,0.5437030903865405,0.6127532201773104,33.0,42.0,0.8373692035675049,0.5437030903865405,0.6127532201773104,0.8373692035675049,0.5481188728044887
2,2,0.5453928677696391,0.6096468327239672,35.0,40.0,0.8578212261199951,0.5453928677696392,0.6096468327239675,0.8578212261199951,0.5504620107800792
2,2,0.5470810016395827,0.6379351824258781,38.0,32.0,0.8197798728942871,0.5470810016395827,0.6379351824258781,0.8197798728942871,0.5517021862490508
2,2,0.5471625469561925,0.61641313126664,35.0,33.0,0.7958786487579346,0.5471625469561926,0.61641313126664,0.7958786487579346,0.5492242255001283
2,2,0.5409214198256035,0.6191123434320036,53.0,48.0,1.0478088855743408,0.5409214198256035,0.6191123434320035,1.0478088855743408,0.5440235047532506
2,2,0.5457173625010571,0.6075190908175635,33.0,51.0,0.92693829536438,0.5457173625010571,0.6075190908175635,0.92693829536438,0.5491696065618911
2,2,0.5353164171417064,0.6028864864140868,48.0,54.0,1.0441350936889648,0.5353164171417065,0.6028864864140869,1.0441350936889648,0.5368023337387059
2,2,0.5487723208802322,0.6196407117905787,39.0,42.0,0.8912317752838135,0.5487723208802322,0.6196407117905787,0.8912317752838135,0.5534572281742393
2,2,,,,,,0.5361547258123411,0.6064326589595375,0.8912317752838135,0.5421546409302901
2,2,,,,,,0.5352109572685926,0.6138348100316505,0.8912317752838135,0.5399374898947943
2,2,0.5479852961360482,0.6342662581395712,46.0,44.0,0.9484314918518066,0.5479852961360481,0.6342662581395712,0.9484314918518066,0.5541421272502618
2,2,0.549207825159336,0.6181213834890178,34.0,47.0,0.8783726692199707,0.549207422368089,0.618121383489018,0.8783726692199707,0.5593635358545659
2,2,0.5422087310181986,0.608733876768161,35.0,42.0,0.8585817813873291,0.5422001918005276,0.608733876768161,0.8585817813873291,0.5449606615560241
1,3,0.1048597159459784,0.1241320362883484,43.0,25.0,0.6850526332855225,0.1048597159459783,0.1241320362883483,0.6850526332855225,0.1144934980970369
1,3,0.1091447480077653,0.1296408247713321,63.0,29.0,0.5821573734283447,0.1091447480077653,0.1296408247713321,0.5821573734283447,0.1192031811771502
1,3,0.1067644398817461,0.1208202120051135,109.0,81.0,1.0031003952026367,0.1067644398817461,0.1208202120051134,1.0031003952026367,0.1127652062420882
1,3,0.1033828887276657,0.1220930684946742,99.0,51.0,0.8317835330963135,0.1033828887276657,0.1220930684946742,0.8317835330963135,0.1130601024398977
1,3,0.099874472908888,0.1204362744761233,82.0,53.0,0.7694408893585205,0.0998744729088879,0.1204362744761233,0.7694408893585205,0.1106142557968014
1,3,0.0996459306141111,0.1218925315623147,68.0,57.0,0.728104829788208,0.0996459306141111,0.1218925315623147,0.728104829788208,0.1107643644897887
1,3,0.1016572690203073,0.1241534033766108,95.0,65.0,0.8788676261901855,0.1016572690203073,0.1241534033766108,0.8788676261901855,0.1127046042835342
1,3,0.1038021538461538,0.1231763413461538,125.0,77.0,1.0537166595458984,0.1038021538461538,0.1231763413461538,1.0537166595458984,0.1143711666203609
1,3,0.1061998400405973,0.1266542014419617,84.0,58.0,0.8059051036834717,0.1061998400405973,0.1266542014419617,0.8059051036834717,0.1182981989007188
1,3,39952.05588820839,-39951.944111791614,41.0,11.0,0.4093267917633056,,,,0.1122692974899961
1,3,0.0995667995426732,0.1228250448827702,94.0,55.0,0.8267843723297119,0.0995667995426733,0.1228250448827703,0.8267843723297119,0.1138046341940229
1,3,0.1062479312414844,0.1292982589391848,81.0,63.0,0.8078010082244873,0.1062479312414844,0.1292982589391848,0.8078010082244873,0.118367422926106
1,3,0.1015614280388578,0.1246809775468121,87.0,57.0,0.8070521354675293,0.1015614280388577,0.1246809775468122,0.8070521354675293,0.1146822053001176
1,3,0.1070122183613771,0.1283721313970944,86.0,73.0,0.8701183795928955,0.1070122183613771,0.1283721313970944,0.8701183795928955,0.1182102039412436
1,3,0.1022883198662794,0.1204208429939225,77.0,61.0,0.7792880535125732,0.1022883198662794,0.1204208429939224,0.7792880535125732,0.1120527941112065
2,3,0.5356336368505623,0.5979999755145765,151.0,129.0,4.697041988372803,,,,0.5401247555935186
2,3,0.5384817034450935,0.594920470260124,186.0,114.0,5.600043058395386,,,,0.5431767350430065
2,3,0.5415894043870406,0.6113569442304809,213.0,100.0,6.228927373886108,,,,0.5449002838592331
2,3,0.5414628661847112,0.6076649863542665,158.0,122.0,4.775182247161865,,,,0.5480435204664282
2,3,0.5415707405544231,0.6073194511371759,168.0,138.0,5.073033809661865,,,,0.5472391604187435
2,3,0.5411998133680641,0.6207040290245991,156.0,181.0,5.492267608642578,,,,0.5442518001499341
2,3,,,,,,,,,0.5469869953170609
2,3,0.5444654975925327,0.6116277233702011,134.0,112.0,4.1144020557403564,,,,0.5492679348732978
2,3,0.5402616664868313,0.5952260932606919,128.0,138.0,4.001730680465698,,,,0.5439343821920067
2,3,0.5419944193548387,0.6106026082949304,125.0,191.0,4.82527756690979,,,,0.5494049368435836
2,3,0.5422733988586844,0.6108415606312995,263.0,184.0,8.198763608932495,,,,0.5461049016894721
2,3,0.5334689524781354,0.5982906818973088,166.0,166.0,5.489084959030151,,,,0.5406193684159893
2,3,0.5506828031559903,0.6127681170330931,144.0,122.0,4.529014348983765,,,,0.552361889639046
2,3,0.5334783843263529,0.6259066274173437,143.0,126.0,4.333846569061279,,,,0.5357420346543856
2,3,0.545591277015282,0.6144899391728137,134.0,100.0,4.266339302062988,,,,0.5489075486575531
