N,M,GC_LOWER_BOUND,GC_UPPER_BOUND,GC_LOWER_BOUND_REQUIRED_ITERATIONS,GC_UPPER_BOUND_REQUIRED_ITERATIONS,GC_SECONDS_TAKEN,LP_LOWER_BOUND,LP_UPPER_BOUND,LP_SECONDS_TAKEN,TRUE_VALUE
1,3,0.1004100122543064,0.1185325900240868,54.0,28.0,0.542344331741333,,,,0.1099299650479774
1,3,0.1004100122543064,0.1185325900240868,54.0,28.0,0.5413031578063965,,,,0.1099299650479774
1,3,0.1004100122543064,0.1185325900240868,54.0,28.0,0.5439999103546143,,,,0.1099299650479774
1,3,0.1004100122543064,0.1185325900240868,54.0,28.0,0.5434105396270752,,,,0.1099299650479774
1,3,0.1004100122543064,0.1185325900240868,54.0,28.0,0.5434281826019287,,,,0.1099299650479774
1,3,0.1004100122543064,0.1185325900240868,54.0,28.0,0.5414881706237793,,,,0.1099299650479774
1,3,0.1004100122543064,0.1185325900240868,54.0,28.0,0.5446267127990723,,,,0.1099299650479774
1,3,0.1004100122543064,0.1185325900240868,54.0,28.0,0.5424504280090332,,,,0.1099299650479774
2,3,0.546848429700399,0.6151657515364246,142.0,119.0,4.407129526138306,,,,0.5516032221777836
2,3,0.546848429700399,0.6151657515364246,142.0,119.0,4.393805027008057,,,,0.5516032221777836
2,3,0.546848429700399,0.6151657515364246,142.0,119.0,4.384842872619629,,,,0.5516032221777836
2,3,0.546848429700399,0.6151657515364246,142.0,119.0,4.395264148712158,,,,0.5516032221777836
2,3,0.546848429700399,0.6151657515364246,142.0,119.0,4.389814615249634,,,,0.5516032221777836
2,3,0.546848429700399,0.6151657515364246,142.0,119.0,4.391697645187378,,,,0.5516032221777836
2,3,0.546848429700399,0.6151657515364246,142.0,119.0,4.393218994140625,,,,0.5516032221777836
2,3,0.546848429700399,0.6151657515364246,142.0,119.0,4.372309923171997,,,,0.5516032221777836
2,3,0.546848429700399,0.6151657515364246,142.0,119.0,4.383437395095825,,,,0.5516032221777836
2,3,0.546848429700399,0.6151657515364246,142.0,119.0,4.384667158126831,,,,0.5516032221777836
2,3,0.546848429700399,0.6151657515364246,142.0,119.0,4.3929948806762695,,,,0.5516032221777836
2,3,0.546848429700399,0.6151657515364246,142.0,119.0,4.379664659500122,,,,0.5516032221777836
2,3,0.546848429700399,0.6151657515364246,142.0,119.0,4.386733531951904,,,,0.5516032221777836
2,3,0.546848429700399,0.6151657515364246,142.0,119.0,4.389258861541748,,,,0.5516032221777836
2,3,0.546848429700399,0.6151657515364246,142.0,119.0,4.384191036224365,,,,0.5516032221777836
5,1,,,,,,,,,0.1098483963019052
5,1,,,,,,,,,0.1098483963019052
5,1,,,,,,,,,0.1098483963019052
5,1,,,,,,,,,0.1098483963019052
5,1,,,,,,,,,0.1098483963019052
5,1,,,,,,,,,0.1098483963019052
5,1,,,,,,,,,0.1098483963019052
5,1,,,,,,,,,0.1098483963019052
5,1,,,,,,,,,0.1098483963019052
5,1,,,,,,,,,0.1098483963019052
5,1,,,,,,,,,0.1098483963019052
5,1,,,,,,,,,0.1098483963019052
5,1,,,,,,,,,0.1098483963019052
5,1,,,,,,,,,0.1098483963019052
5,1,,,,,,,,,0.1098483963019052
1,4,145006.99999999997,-145006.99999999997,5.0,9.0,0.4955518245697021,,,,0.1190593586496492
1,4,145006.99999999997,-145006.99999999997,5.0,9.0,0.4631876945495605,,,,0.1190593586496492
1,4,145006.99999999997,-145006.99999999997,5.0,9.0,0.4630930423736572,,,,0.1190593586496492
1,4,145006.99999999997,-145006.99999999997,5.0,9.0,0.4613466262817383,,,,0.1190593586496492
1,4,145006.99999999997,-145006.99999999997,5.0,9.0,0.4602704048156738,,,,0.1190593586496492
1,4,145006.99999999997,-145006.99999999997,5.0,9.0,0.4611060619354248,,,,0.1190593586496492
1,4,145006.99999999997,-145006.99999999997,5.0,9.0,0.4600205421447754,,,,0.1190593586496492
1,4,145006.99999999997,-145006.99999999997,5.0,9.0,0.4781744480133056,,,,0.1190593586496492
1,4,145006.99999999997,-145006.99999999997,5.0,9.0,0.459040880203247,,,,0.1190593586496492
1,4,145006.99999999997,-145006.99999999997,5.0,9.0,0.4606344699859619,,,,0.1190593586496492
1,4,145006.99999999997,-145006.99999999997,5.0,9.0,0.4595086574554443,,,,0.1190593586496492
1,4,145006.99999999997,-145006.99999999997,5.0,9.0,0.4608254432678222,,,,0.1190593586496492
1,4,145006.99999999997,-145006.99999999997,5.0,9.0,0.4603886604309082,,,,0.1190593586496492
1,4,145006.99999999997,-145006.99999999997,5.0,9.0,0.4613032341003418,,,,0.1190593586496492
1,4,145006.99999999997,-145006.99999999997,5.0,9.0,0.4600453376770019,,,,0.1190593586496492
4,2,0.5466229765799904,0.6219607069304799,578.0,720.0,865.2015264034271,,,,0.5535806901826457
4,2,0.5466229765799904,0.6219607069304799,578.0,720.0,868.007940530777,,,,0.5535806901826457
4,2,0.5466229765799904,0.6219607069304799,578.0,720.0,867.175767660141,,,,0.5535806901826457
4,2,0.5466229765799904,0.6219607069304799,578.0,720.0,867.9535984992981,,,,0.5535806901826457
4,2,0.5466229765799904,0.6219607069304799,578.0,720.0,867.3880813121796,,,,0.5535806901826457
4,2,0.5466229765799904,0.6219607069304799,578.0,720.0,865.6688120365143,,,,0.5535806901826457
4,2,0.5466229765799904,0.6219607069304799,578.0,720.0,866.5288553237915,,,,0.5535806901826457
4,2,0.5466229765799904,0.6219607069304799,578.0,720.0,868.4646444320679,,,,0.5535806901826457
4,2,0.5466229765799904,0.6219607069304799,578.0,720.0,866.4587602615356,,,,0.5535806901826457
4,2,0.5466229765799904,0.6219607069304799,578.0,720.0,866.0835485458374,,,,0.5535806901826457
4,2,0.5466229765799904,0.6219607069304799,578.0,720.0,866.694342136383,,,,0.5535806901826457
4,2,0.5466229765799904,0.6219607069304799,578.0,720.0,867.8643751144409,,,,0.5535806901826457
4,2,0.5466229765799904,0.6219607069304799,578.0,720.0,865.0614371299744,,,,0.5535806901826457
4,2,0.5466229765799904,0.6219607069304799,578.0,720.0,864.9279632568359,,,,0.5535806901826457
4,2,0.5466229765799904,0.6219607069304799,578.0,720.0,865.8475251197815,,,,0.5535806901826457
