N,M,ALGO_LOWER_BOUND,ALGO_UPPER_BOUND,ALGO_BOUNDS_SECONDS_TAKEN,ALGO_BOUNDS_SIZE
1,1,0.1086605804275036,0.1265890871026321,0.6611485481262207,0.0179285066751284
2,1,0.5392634111615855,0.7419654701502313,1.5487709045410156,0.2027020589886458
3,1,0.103558376578837,0.1237810221002597,106.1864252090454,0.0202226455214226
4,1,0.5351128708645816,0.7650154552404693,410.5595738887787,0.2299025843758877
5,1,0.0978618223182011,0.1197645273392434,7173.897311925888,0.0219027050210422
1,2,0.1088708261390327,0.1284330017500451,4.649351835250855,0.0195621756110123
2,2,0.5519973583443178,0.6177122974940129,2493.832186460495,0.06571493914969506
1,3,0.10702924915108719,0.12685367585746843,4206.929769039154,0.019824426706381237
