N,M,ALGO_LOWER_BOUND,ALGO_UPPER_BOUND,ALGO_BOUNDS_SECONDS_TAKEN,ALGO_BOUNDS_SIZE,LOWER_BOUND,LOWER_BOUND_SECONDS_TAKEN,LOWER_BOUND_REQUIRED_ITERATIONS,UPPER_BOUND,UPPER_BOUND_SECONDS_TAKEN,UPPER_BOUND_REQUIRED_ITERATIONS,BOUNDS_SIZE,TRUE_VALUE
1,1,0.1086605804275036,0.1265890871026321,0.6611485481262207,0.0179285066751284,0.1086605804275036,0.0084104537963867,7,0.1265890871026321,0.0090610980987548,6.0,0.0179285066751285,0.1171917911894629
2,1,0.5392634111615855,0.7419654701502313,1.5487709045410156,0.2027020589886458,0.5392634111615854,0.1007387638092041,13,0.7419654701502312,0.1566567420959472,14.0,0.2027020589886458,0.5436005762531598
3,1,0.103558376578837,0.1237810221002597,106.1864252090454,0.0202226455214226,0.103558376578837,1.3441908359527588,46,0.1237810221002596,1.7775249481201172,34.0,0.0202226455214226,0.1153011202211446
4,1,0.5351128708645816,0.7650154552404693,410.5595738887787,0.2299025843758877,0.5351128708645817,16.669938325881958,77,0.7650154552404691,28.53170084953308,120.0,0.2299025843758874,0.537534671386244
5,1,0.0978618223182011,0.1197645273392434,7173.897311925888,0.0219027050210422,0.0978618223182011,445.8990261554718,393,0.1197645273392433,601.5460186004639,227.0,0.0219027050210422,0.1098483963019052
1,2,0.1088708261390327,0.1284330017500451,4.649351835250855,0.0195621756110123,0.1088708261390327,0.0513107776641845,16,0.1284330017500451,0.0328712463378906,11.0,0.0195621756110124,0.1188817894098154
2,2,0.5519973583443178,0.6177122974940129,2493.832186460495,0.065714939149695,0.5519973583443178,0.6666827201843262,40,0.6177122974940128,0.6100561618804932,36.0,0.0657149391496949,0.5559538150681963
